id,name:fur,loc_name:fur,name:it,name:sl,name:de,place,kind
8483363203,Stâi di Vargelas,,Stavolo Vargelas,,,locality,node
6473133917,Stâi di Vurgnee,,Stavoli di Vurgnee,,,locality,node
2619436309,Stâli Baus,,Stavolo Baus,,,locality,node
2878176866,Stâli Feleteit,,Stavolo Feleteit,,,locality,node
3265701613,Stâli Fondarîs,,Stavolo Fondariis,,,locality,node
2306948215,Stâli Pales,,Stavoli Pallis,,,isolated_dwelling,node
2634052393,Stâli Pantianuta,,Stavolo Pantianuta,,,locality,node
9450403818,Stâli Pecol,,Stavolo Pecol,,,locality,node
2634052394,Stâli Pelois,,Stavolo Pelois,,,locality,node
2619436310,Stâli Perarie,,Stavolo Peraries,,,locality,node
2634052396,Stâli Plousias,,Stavolo Plousias,,,locality,node
1110616506,Stâli Pontel (Craue),,Stavolo Pontel,,,locality,node
2609454999,Stâli Scjampon,,Stavolo Schiampon,,,locality,node
1110617817,Stâli di Bugu,,Stavoli Bugu,,,locality,node
3407145755,Stâli di Meni,,Stavolo del Meni,,,locality,node
12992938384,Stâli di Nispis,,Stavolo di Nispis,,,locality,node
1739511688,Subît,,Subit,Subid,,hamlet,node
4332672900,Subît,,Subît,,,locality,node
66503476,Sudri,,Sutrio / Sudri,,,village,node
1480043365,Sumaghe,Sumaga,Summaga,,,village,node
818258047,Sunviele,,Silvella,,,village,node
1165403755,Sunvile,,Borgo Capovilla / Sunvile,,,hamlet,node
1572818260,Surnins disore,,Sornico Superiore,,,hamlet,node
835548656,Susans,,Susans,,,village,node
1463339808,Sussulins,,Suzzolins,,,village,node
3833973894,Svualdin,,Sgualdin,,,locality,node
494788802,Sîl,,Villa Sile,,,neighbourhood,node
12546632238,Tabine,,Tabina,,,isolated_dwelling,node
8111334149,Tai,,Taglio,,,hamlet,node
66503472,Taipane,,Taipana,Tipana,,village,node
1487612833,Taiêt,,Taiedo,,,village,node
2646061823,Talmasson,Tamasson,Talmasson / Tamasson,,,hamlet,node
66503341,Talmassons,,Talmassons,,,village,node
1432204588,Tamarat,,Tamarat,,,neighbourhood,node
6283475021,Tamartons,,Tamartons,,,locality,node
2610660144,Tamaruç,,Tamaruç,,,locality,node
468216285,Tamau,,Timau,,Tischelwang,village,node
4112312121,Tampognà,,Borgo Tampognacco,,,hamlet,node
893480234,Tanataviele,,Musi,Mužac,,village,node
66503480,Tapoian,,Tapogliano,,,village,node
540366838,Tarcete,,Tarcetta,Tarčeta,,hamlet,node
3619689479,Tarcimont,,Tercimonte,,,isolated_dwelling,node
66503344,Tarcint,,Tarcento,Čenta,,town,node
2375017204,Tarnep,,Interneppo,,,village,node
4332672901,Taronc,,Taronc,,,locality,node
782013606,Tartinis,,Tartinis,,,hamlet,node
66503478,Tarvis,,Tarvisio,Trbiž,Tarvis,town,node
485812219,Taurian,,Tauriano,,,village,node
1468416937,Taussie,,Tausia / Taussie,,,hamlet,node
66503239,Tavagnà,,Tavagnacco,,,village,node
2422472388,Taviele,,Tavella,,,hamlet,node
64778865,Tei,,Teglio Veneto,,,village,node
735039743,Terençan,,Terenzano,,,village,node
6283474383,Tese,,Tese,,,locality,node
835975117,Tesis,,Tesis,,,village,node
66503557,Teôr,,Teor,,,village,node
1546994220,Tierç,,Terzo,,,village,node
66503348,Tierç,Tiars,Terzo di Aquileia,,,village,node
4509508571,Tierç Bacin,Tiars Bacin,Terzo Bacino,,,hamlet,node
2315738138,Tieç,,Tiezzo,,,village,node
66503374,Tisane,Tisana,Latisana,,,town,node
833301068,Tisanote,Tisanota,Latisanotta,,,village,node
306549223,Tissan,,Tissano,,,village,node
625582696,Titian,,Titiano,,,hamlet,node
1343017082,Toan,,Togliano,,,village,node
735745234,Tombe,,Tomba,,,village,node
1027161849,Tombe,,Tomba,,,village,node
817873025,Tonçolan,,Tonzolano,,,hamlet,node
834446179,Top,,Toppo / Top,,,village,node
2577261169,Topiç,,Topic,,,isolated_dwelling,node
444528465,Topolò,,Topolò,Topolove,,village,node
1913842996,Tor,,Torre / Tor,,,suburb,node
66503560,Tor di Zuin,il Tor,Torviscosa,,,village,node
1157638687,Torean,,Torreano,,,village,node
66503283,Torean,,Torreano,Tavorjana,,village,node
2726019918,Torlan,,Torlano,,,hamlet,node
3812618596,Torlan Disore,,Torlano di sopra / Torlan Disore,,,isolated_dwelling,node
775792803,Torse,,Torsa,,,village,node
66503065,Tramonç Disore,Vildisora,Tramonti di Sopra,,,village,node
66503072,Tramonç Disot,Vildisot,Tramonti di Sotto / Tramonç Disot - Vildisot,,,village,node
1437956753,Tramonç di Mieç,Vildimieç,Tramonti di Mezzo / Tamonç di Mieç - Vildimieç,,,hamlet,node
4332672902,Tramâe,,Tramâe,,,locality,node
66503563,Trasaghis,Trasagas,Trasaghis,,,village,node
1451904421,Trave,,Trava,,,hamlet,node
66502933,Travês,,Travesio,,,village,node
1312361893,Tredul,Tredol,Borgo Tredolo,,,hamlet,node
9079028689,Tregorc,,Oltregorgo,,,locality,node
1388329752,Treli,,Trelli / Treli,,,hamlet,node
66503536,Trep Grant,,Treppo Grande,,,village,node
1465019707,Trep Piçul,,Treppo Piccolo,,,hamlet,node
66503566,Trep di Cjargne,,Treppo Carnico,,,village,node
66503287,Tresesin,,Tricesimo,,,village,node
1437956758,Tridis,,Tridis,,,hamlet,node
66502648,Triest,,Trieste,Trst,Triest,city,node
179292,Triest,,Trieste,Tržaška,Triest,county,relation
365979561,Trinc,,Trinco,Trinko,,hamlet,node
1278315057,Triscjamps,,Trischiamps / Triscjamps,,,isolated_dwelling,node
6283474956,Triui,,Triui,,,locality,node
66503294,Trivignan,,Trivignano Udinese,,,village,node
1463877035,Trivià,,Tiveriacco,,,hamlet,node
1412425551,Truie,Truia,Truia,,,neighbourhood,node
566720381,Trus,,Trussio,,,isolated_dwelling,node
198366403,Tualis,Tualias,Tualis,,,hamlet,node
1414767408,Tujec',,Stavoli Tugliezzo,,,locality,node
1675778,Tulmin,,Tolmino,,,municipality,relation
66503352,Tumieç,,Tolmezzo,Tolmeč,,town,node
4332672903,Turchin,,Turchin,,,locality,node
66502794,Turiac,,Turriaco,Turjak,,village,node
912648824,Turide,,Turrida,,,village,node
9019059311,Turisele,Turisela,Località Torricella / Turisela,,,hamlet,node
786900530,Tàmuris,,Tàmoris,,,hamlet,node
10127802449,Tôf,,Toof,,,locality,node
815509724,Ucee,,Uccea,Učja,,hamlet,node
66502664,Udin,,Udine,Videm,Udine,city,node
1695341473,Ugovize,,Ugovizza,Ukve,Uggowitz,village,node
476343577,Ulturis,,Alture,,,village,node
2668952,Union Europeane,,Unione Europea,Evropska Unija,Europäische Union,supranational_union,relation
1447949916,Urbignà,,Urbignacco,,,village,node
2145313862,Ursinins Grant,,Ursinins Grande,,,hamlet,node
1465067638,Ursinins Piçul,,Ursinins Piccolo,,,hamlet,node
1165484412,Utàn,,Uttano,,,hamlet,node
769200455,Vacîl,Vassîl,Vacile,,,village,node
66503042,Vaiont,,Vajont,,,village,node
5272514368,Val,,Valle,,,locality,node
1278315028,Val,,Val di Lauco,,,hamlet,node
782565802,Val,,Valle,,,hamlet,node
2646014207,Val,,Valle,,,neighbourhood,node
1996708462,Val di Mignecis,,Stavoli Mignezza,,,locality,node
927266993,Val di Roiâl,,Valle,,,village,node
504329299,Val di Sofumberc,Val,Valle di Soffumbergo,Podcirkuo,,hamlet,node
855680405,Valarian,,Valeriano / Valarian,,,village,node
2627432154,Valavan Disore,,Borgo Vallavan di Sopra,,,isolated_dwelling,node
2627432159,Valavan Disot,,Borgo Vallavan di Sotto,,,isolated_dwelling,node
1695341479,Valbrune-Cjavalai,,Valbruna,Ovčja vas,Wolfsbach,village,node
1440918960,Valdastali,,Valdestali / Valdastali,,,hamlet,node
1440918963,Valdifrine,Valdifrina,Valdifrina / Valdifrine,,,hamlet,node
3636712074,Valdimontane,,Vallemontana,,,hamlet,node
6222748445,Valisele,Valisela,Vallisella,,,locality,node
34162574,Valnunciel,Valnunsiel,Vallenoncello / Valnunciel,,,village,node
1460518459,Valpicêt,Valpiciot,Valpicetto,,,hamlet,node
735069443,Varian,,Variano,,,village,node
3727433828,Varmost,,Varmost,,,locality,node
1475418640,Varsiole,Varsuole,Versiola,,,village,node
815509721,Vasinis,Vasinas,Avasinis,,,village,node
6283474901,Vaupis,,Vaupis,,,locality,node
893479225,Vedronze,,Vedronza,Njivica,,village,node
4332672904,Velestane,,Velestane,,,locality,node
5272514373,Vencjars,,Venchiars,,,locality,node
2125656211,Vencjarêt,,Venchiaredo,,,hamlet,node
492046130,Vencò,,Vencò,Jenkovo,,isolated_dwelling,node
287255219,Vendoi,,Vendoglio,,,village,node
1604956485,Vendâs,,Vendasio,,,hamlet,node
66503306,Vençon,,Venzone,Pušja vas,Peuscheldorf,village,node
2511695103,Vençon,,Venzone,,,hamlet,node
927266976,Vergnà,,Vergnacco,,,village,node
514666691,Vermean,,Vermegliano,Romjan,,village,node
2207319256,Vernàs,,Vernasso,Barnàs,,hamlet,node
494788805,Versute,Versuta,Versutta / Versuta,,,village,node
66503170,Verzegnis,Verzegnas,Verzegnis / Verzegnas,,,village,node
506667056,Viarse,Viarsa,Versa,Vrša,,hamlet,node
796694198,Vidulis,,Vidulis,,,village,node
871088111,Vidunce,Vidunça,Vidunza / Vidunce,,,hamlet,node
962937917,Vidâi,,Vidali / Vidâi,,,isolated_dwelling,node
12997369772,Vidâi di Scluse,,Vidali di Chiusaforte,,,isolated_dwelling,node
1461469285,Vidâl,,Vidal,,,hamlet,node
893481783,Vigant,,Borgo Vigant,,,hamlet,node
863038043,Vigne,Vigna,Vigna,,,hamlet,node
2043503671,Vilabrune,,Villabruna,,,isolated_dwelling,node
2218266424,Vilacricule,,Villacriccola,,,isolated_dwelling,node
469439646,Viladolt,,Villadolt / Viladolt,,,village,node
1016864812,Vilagjo Rome,,Villaggio Roma,,,hamlet,node
1027155394,Vilalte,,Villalta,,,village,node
2018110614,Vilaverde,,Villaverde,,,hamlet,node
66503300,Vildivar,,Varmo,,,village,node
12953463301,Vile,,Villa,,,neighbourhood,node
1504261478,Vile,,Villa,,,hamlet,node
1223678060,Vile,Vila,Villa,,,village,node
1995054565,Vile,Vila,Vila,,,hamlet,node
1329719678,Vile,,Avilla,,,hamlet,node
749251932,Vile Primevere,,Villa Primavera,,,village,node
1286098277,Vile Raspe,Vila Raspa,Villaraspa,,,hamlet,node
513053051,Vile Sgrafe,Vila Sgrafa,Villa d'Arco / Vile Sgrafe,,,village,node
66503548,Vile Visintine,La Vila,Villa Vicentina,,,village,node
66503541,Vile di Cjargne,Vile,Villa Santina,,,village,node
66502887,Vile di Flum,,Fiume Veneto,,,town,node
1764497367,Vile di Fûr,,Villafuori / Vile di Fûr,,,hamlet,node
1388329765,Vile di Mieç,,Villamezzo / Vile di Mieç,,,hamlet,node
786900525,Vile di Reant,,Reànt,,,hamlet,node
749032763,Vilecjaze,Vilecjasse,Villacaccia,,,village,node
1504261497,Vilefrede,,Villafredda,,,hamlet,node
287058176,Vilegnove,,Villanova delle Grotte,Zavarh,,village,node
796694195,Vilegnove,,Villanova di San Daniele,,,village,node
5290615681,Vilegnove,Vilanuova,Villanova,,,quarter,node
1700732158,Vilegnove,,Villanova,,,hamlet,node
299727776,Vilegnove,Vilagnova,Villanova di Farra,,,hamlet,node
2646066510,Vilegnove,Vilanuova,Villanova,,,hamlet,node
1544007042,Vilegnove da la Cartere,,Villanova della Cartera,,,village,node
292695754,Vilegnove dal Judri,,Villanova del Judrio,,,village,node
1438389094,Vilegnove di Prate,,Villanova di Prata,,,village,node
2218266431,Vilericolt,,Villaraccolta,,,isolated_dwelling,node
1484968152,Vilevuarbe,,Villaorba,,,village,node
309904491,Vilevuarbe,,Villaorba,,,hamlet,node
1019720328,Vilignove,,Villanova,,,village,node
504634141,Vilote,Vilota,Villotta,,,village,node
5149477896,Vilote,Vilota,Villotta,,,village,node
5472865636,Vilote di Visinâl,,Villotta di Visinale,,,village,node
1463874016,Viluce,,Villuzza,,,hamlet,node
2535219450,Vilute,,Villutta,,,hamlet,node
6788936401,Vilès,,Villesse,Vileš,,village,node
779874597,Vinai,,Vinaio,,,hamlet,node
1472080119,Vincjarêt,Vincjareit,Venchiaredo / Vincjareit,,,hamlet,node
12953574851,Vincjarêt,Vincjareit,Venchieredo / Vincjareit,,,neighbourhood,node
461666872,Vinûf,Vinouf,Vigonovo / Vinûf,,,village,node
1531030072,Viole,Viola,Viola,,,hamlet,node
779162106,Virgulins,,Virgulins,,,isolated_dwelling,node
66503552,Visc,,Visco,,,village,node
1704186046,Viscon,,Viscone,,,village,node
747157842,Visepente,,Basagliapenta,,,village,node
2349526375,Visinâl,Visnâl,Visinale del Judrio / Visinâl dal Judri,,,hamlet,node
2561828555,Visinâl,,Visinale,,,village,node
12992087038,Visinâl,,Visinale,,,hamlet,node
1283887307,Visinâl,,Vicinale,,,village,node
5829402622,Visinâl di Sore,,Visinale di Sopra / Visinâl di Sore,,,hamlet,node
5829402623,Visinâl di Sot,,Visinale di Sotto / Visinâl di Sot,,,hamlet,node
2218266445,Visinâl disore,,Visinale di Sopra,,,hamlet,node
6283474911,Visinâs,,Visinâs,,,locality,node
1481406584,Visopuli,,Alvisopoli,,,village,node
735091401,Vissandon,,Vissandone,,,village,node
1472541146,Vissignan,,Vissignano,,,hamlet,node
1333876423,Vissoc,,Visocco / Vissoc,,,isolated_dwelling,node
5393844240,Viui,,Viui,,,hamlet,node
66503039,Vivâr,,Vivaro,,,village,node
1469157460,Viâi,,Viali / Viâi,,,hamlet,node
1412425560,Viâs,,Viaso / Viâs,,,hamlet,node
66503077,Voleson,,Valvasone,,,village,node
782197310,Voltois,Valtoias,Voltois,,,hamlet,node
1489340676,Voncedis,Voncedas,Borgo Oncedis,,,hamlet,node
6283474889,Vore,,Vore,,,locality,node
412727473,Vuanis,Uanis,Joannis,,,village,node
775079736,Vuelis,,Oleis,,,village,node
1440147054,Vuerc,,Virco,,,village,node
1460518468,Vuezis,Vuezos,Vuezzis,,,hamlet,node
1799093101,Vulpins,,Volpins,,,hamlet,node
1312361877,Vîc,,Borgo Vico,,,hamlet,node
1331375144,Vîc,,Vico,,,hamlet,node
66502802,Vît,,Vito d'Asio / Vît,,,village,node
2049638335,Vît,,Vit,,,hamlet,node
4141047305,Zambons,,Borgo Zamboni,,,locality,node
11895894182,Zardin Grant,,Piazza I Maggio,,,square,node
3389117098,Zdençno,,Sdencina,,,isolated_dwelling,node
997591368,Zeanut,,Zeglianutto,,,village,node
492042728,Zegla,,Zegla,Ceglo,,hamlet,node
2059883634,Zenodis,Zenodes,Zenodis,,,village,node
793637305,Zerà,,Ziracco,,,village,node
3895136552,Zerò,,Località Cerò / Localitât Zerò,,,isolated_dwelling,node
1465051640,Zeà,,Zegliacco,,,hamlet,node
846833179,Ziline,,Zellina,,,village,node
3895136553,Zimis di Dolegna,,Cime di Dolegna,,,locality,node
1504261509,Zomeais,,Zomeais,,,hamlet,node
12419951486,Zone Artigjanâl di Banduts,,Zona Artigianale Banduzzo,,,neighbourhood,node
12415669951,Zone Artigjanâl di Cordovât,,Zona Artigianale Cordovado,,,neighbourhood,node
12419949299,Zone Artigjanâl di Vilote,,Zona artigianale Villotta,,,neighbourhood,node
12419951650,Zone Industriâl di Marignane,,Zona Industriale Marignana,,,neighbourhood,node
11456281570,Zone industriâl di Dael,,Zona Industriale di Aiello del Friuli,,,locality,node
552326659,Zone industriâl di Palme,,Zona industriale di Palmanova,,,locality,node
6283475040,Zouf,,Zouf,,,locality,node
6283474375,Zoval,,Zoval,,,locality,node
66503521,Zui,,Zuglio,,,village,node
6283474380,Zumiei,,Zumiei,,,locality,node
1224666033,Zuviel,,Zovello / Zuviel,,,village,node
859058954,i Mizzars,,Borgo Mizzari / I Mizzars,,,hamlet,node
1556269971,i Planats,,Pianatti,,,isolated_dwelling,node
1577349091,i Plans di Luze,ju Plans di Luzo,Piani di Luzza / Ju Plans di Luzo,,,isolated_dwelling,node
1481411838,i Poçs,i Pos,Pozzi,,,hamlet,node
1556270007,i Strets,,Stretti,,,hamlet,node
1701221653,i Stâi di sore,,Povici di sopra,,,hamlet,node
1701221662,i Stâi di sot,,Povici di sotto,,,village,node
1556270015,i Tamarots,,Tamaroz,,,hamlet,node
1337071247,i Tamarots,,Tamaroz,,,locality,node
3896370371,il Bombâs,,Bombas,,Bombasch,isolated_dwelling,node
1907489404,il Gorc,,Gorgo,,,village,node
5477563004,il bûsin,,Busin,,,neighbourhood,node
1286232102,l'Atoc,,Natoc,,,locality,node
1449086672,l'Atocut,,Natocut,,,locality,node
5477563007,la Curtina,,Cortina,,,neighbourhood,node
1584980037,la Val,,Borgo Valle / La Val,,,neighbourhood,node
5477552612,la streta,,Streta,,,neighbourhood,node
9019082602,lis Cjasatis,,Casatte,,,isolated_dwelling,node
1288944425,Çale,Çala,Cialla,Čela,,hamlet,node
1465796775,Çampis,,Zampis,,,village,node
1166303597,Çargneu Disore,,Cergneu,Černjeja,,hamlet,node
1166303591,Çargneu Disot,,Cergneu Inferiore,Dolénjena,,hamlet,node
66503401,Çarvignan,Sarvignan,Cervignano del Friuli,Červinjan,,town,node
3875037631,Çavatine,,Località Zavattina,,,isolated_dwelling,node
934658995,Çavez,,Cavezzo,,,hamlet,node
7728781097,Çoncolàn,,Zoncolan,,,isolated_dwelling,node
66502930,Çopule,Sopula,Zoppola,,,village,node
376673001,Çubits,,Ciubiz,Čubci,,hamlet,node
786900536,Çuc,,Zucco,,,hamlet,node
1799093097,Çucje,,Zucchia / Çucje,,,hamlet,node
1141574520,Çucule,Zucule,Zuccola / Çucule,,,hamlet,node
749258638,Çuian,,Zugliano,,,village,node
1288944437,Çuian,Suian,Zugliano,,,hamlet,node
1617600886,Çumpiel,,Cimpello,,,village,node
835715233,Çumpite,,Zompitta,,,village,node
474375897,Çupicje,,Zompicchia,,,village,node
66503212,Çurçuvint,,Cercivento,,,village,node
783467376,Çurçuvint Disore,,Cercivento di Sopra,,,locality,node
783467174,Çurçuvint Disot,,Cercivento di Sotto,,,locality,node
