id,name:it,name:fur,loc_name:fur,name:sl,name:de,place,kind
1189854160,Santa Maria Maddalena,Sante Marie Madalene,,,,isolated_dwelling,node
1184183466,San Tomaso,San Tomâs,,,,hamlet,node
1184183467,Comerzo,Cumierç,,,,hamlet,node
1213716573,Durida,Duride,Durida,,,isolated_dwelling,node
1222307319,Pozzis,Pocis,Poças,,,hamlet,node
1224557140,Santo Stefano,San Scjefin,,,,hamlet,node
1224557142,Riviasio,Ruviâs,,,,hamlet,node
1224615840,Fielis,Fielis,Fielas,,,village,node
1224640096,Sezza,Sece,,,,village,node
1224640231,Formeaso,Formeâs,,,,village,node
1224666033,Zovello / Zuviel,Zuviel,,,,village,node
1229687876,Chiout Cali,Cjù Cali,,,,village,node
1223678060,Villa,Vile,Vila,,,village,node
1223678076,Chiàicis,Cjaicis,Cjaiças,,,village,node
1223678108,Chiàulis,Cjaulis,Cjauias,,,village,node
1223678123,Intissans,Dintissans,Dintissjans,,,village,node
1223678159,Pusea,Pusee,Pusjea,,,hamlet,node
1257713580,Saletti,Salets,,,,hamlet,node
1257717043,Pineta,Pinade,,,,hamlet,node
1263968124,Fusine in Valromana,Fusinis,,Bela Peč,Weißenfels,village,node
1123580585,Lavia / Lavie,Lavie,,,,hamlet,node
1274045839,Casali Osellin,Cjasâi Oselin,,,,hamlet,node
1278315028,Val di Lauco / Val,Val,,,,hamlet,node
1278315057,Trischiamps / Triscjamps,Triscjamps,,,,isolated_dwelling,node
1279045606,Borgo Scubla,Borc Scuble,,,,hamlet,node
1279045608,Gradischiutta,Gradiscjute,,Radišče,,hamlet,node
1279045612,Sant'Anastasia / Sante Nastasie,Sante Nastasie,,,,hamlet,node
1279045657,Borgo San Pietro,Borc San Pieri,,,,hamlet,node
1279170929,Costapiana,Cuesteplane,,Raune,,hamlet,node
1280747802,Armellino / Armelin,Armelin,,,,isolated_dwelling,node
1283887307,Vicinale / Visinâl,Visinâl,,,,village,node
1286098272,Casa Bianca / Cjase Blancje,Cjase Blancje,Cjasa Blancja,,,isolated_dwelling,node
1286098277,Villaraspa / Vile Raspe,Vile Raspe,Vila Raspa,,,hamlet,node
1286232102,Natoc,l'Atoc,,,,locality,node
1286232104,Molin di Ponte,Mulin di Punt,,,,locality,node
1286236520,Case Saralis,Cjasis Saralis,,,,locality,node
1288944388,Azzano,Daçan,,,,hamlet,node
1288944402,Paderno,Pagjer,Pagjar,,,hamlet,node
1288944409,Gagliano,Gjian,,,,hamlet,node
1288944416,Casanova,Cjasegnove,Cjasagnova,,,hamlet,node
1288944425,Cialla,Çale,Çala,Čela,,hamlet,node
1288944437,Zugliano,Çuian,Suian,,,hamlet,node
1288944447,Spessa Bassa,Spesse Basse,,,,hamlet,node
1288944470,Casali Braide,Cjasâi Braide,,,,hamlet,node
1288944483,Spessa Alta,Spesse Alte,,,,hamlet,node
1290700743,Invillino,Divilin,,,,village,node
1294323940,Riolada di Sotto / Riulade,Riulade,,,,isolated_dwelling,node
1297033836,Luincis / Luvinças,Luvincis,Luvinças,,,hamlet,node
1297033837,Muina,Muine,Muina,,,hamlet,node
1297033838,Cella,Cele,Cela,,,hamlet,node
1297033839,Ovasta,Davaste,Davasta,,,hamlet,node
1297033841,Luint,Luvint,,,,hamlet,node
1297033842,Mione,Mion,,,,hamlet,node
1297033843,Clavais,Clavais,Clavaias,,,hamlet,node
1297033849,Agrons,Negrons,,,,hamlet,node
1297033850,Braida,Braide,Braida,,,hamlet,node
1299554274,Stavoli Plans,Stâi dai Plans,,,,locality,node
1299555437,Madonna del Boscat,Madone dal Boscat,,,,locality,node
1299559222,Cazzaso Nuova / Salaries,Salariis,Salaries,,,hamlet,node
1299576658,Cazzaso / Cjaçâs,Cjaçâs,,,,hamlet,node
1302666819,Sarone,Saronis,,,,village,node
1302666824,Fiaschetti,Fiaschet,,,,village,node
1307613079,Gamiscen,Gumiscjîs,,,Gamischen,isolated_dwelling,node
1307613311,Stavoli Buric,Stâi Buriç,,,,locality,node
1307756234,Filone degli Slavi,Filon dai Slâs,,,,locality,node
1308211129,Buric,Buriç,,,,isolated_dwelling,node
1309300893,Chiout,Cjôt,Cjout,,,hamlet,node
1309300941,Chiout di Gus,Cjù di Gus,Cjù di Gusj,,,hamlet,node
1309300953,Pleziche,Plezighe,,Plečke,,hamlet,node
1309991779,Località Pradiziolo / Localitât Pradiçûl,Pradiçûl,Pradissiûl,,,isolated_dwelling,node
1311886251,Plan dei Spadovai,Plan Spadovai,,,,isolated_dwelling,node
1312361680,Borgo Baselia,Baselie,,,,hamlet,node
1312361877,Borgo Vico,Vîc,,,,hamlet,node
1312361893,Borgo Tredolo,Tredul,Tredol,,,hamlet,node
1314971050,Bianca,Blancja,,,,hamlet,node
1315551747,Sant'Antonio,Sant'Antoni,,,,isolated_dwelling,node
1304621699,Feletto Umberto,Felet,,,,suburb,node
1320767089,Pierabech / Pierabec,Pierabec,,,,locality,node
1322402241,Laibacco / Laibà,Laibà,,,,hamlet,node
1322406043,Aveacco / Deveà,Deveà,,,,hamlet,node
1326925956,Dobbia,Dobie,,,,hamlet,node
1329719678,Avilla,Vile,,,,hamlet,node
1329719682,San Floreano,San Florean,,,,hamlet,node
1329738846,Caporiacco,Cjaurià,,,,village,node
1329738847,Castello,Cjistiel,,,,neighbourhood,node
1330839044,Ponte del Louf,Punt dal Louf,,,,locality,node
1330847684,Ponte della Lenza,Punt da le Slence,,,,locality,node
1330935445,Sotto Crete,Sotcretis,,,,locality,node
1331375144,Vico,Vîc,,,,hamlet,node
1331375273,Cella / Siela,Cele,Siela,,,hamlet,node
1333876423,Visocco / Vissoc,Vissoc,,,,isolated_dwelling,node
1333876643,Plagnis,Plagnis,,,,isolated_dwelling,node
1333876652,Piccol Colle,Piçulcuel,,,,isolated_dwelling,node
1333892489,Sterpo,Sterp,,,,hamlet,node
1336581708,Stavoli Poccet,Stâi Poçet,,,,locality,node
1336587594,Malga Poccet,Malghe Poçet,,,,locality,node
1323357907,Frazione Studena Alta / Studene Alte,Studene Alte,,,,hamlet,node
1323357915,Santa Caterina / Šenkatrija / Sankt Kathrein / Sante Catarine,Sante Catarine,,Šenkatrija,Sankt Kathrein,hamlet,node
1323357933,Studena Bassa,Studene Basse,,,,hamlet,node
1323357960,Bagni di Lusnizza / Lužnice / Lussnitz / Lusniz,Lusniz,,Lužnice,Lussnitz,hamlet,node
1323358004,Cucco,Cuc,,Kuk,Gugg,hamlet,node
1337059488,Piani,Plans,,,,hamlet,node
1337071247,Tamaroz,i Tamarots,,,,locality,node
1337602410,Villaggio Stinsans,Stinsans,,,,neighbourhood,node
1339767769,Pinedo,Penei,,,,village,node
1342595713,Casera Glazzat Bassa,Casere Glaçât Bas,,,,locality,node
1342595781,Casera Glazzat Alta,Malghe Glaçât,,,,locality,node
1342597242,Ponte Lavaz,Punt Lavaç,,,,locality,node
1343017082,Togliano / Toan,Toan,,,,village,node
1343302327,Paradise,Paradise,,,,hamlet,node
1355607550,Dierico,Gjeri,,,,hamlet,node
1356581194,Misincinis,Misincinis,Misincines,,,hamlet,node
1356581311,Casaso / Cjasâs,Cjasâs,,,,hamlet,node
1356581537,Dioor,Diôr,,,,isolated_dwelling,node
1357823917,Lesis,Lesis,,,,hamlet,node
1366641249,Ospedaletto / Ospedalèt,Ospedalèt,,,,village,node
1369675378,Porto,Puart,,,,hamlet,node
1385808135,Ravosa,Ravose,,,,village,node
1404864793,Chiasottis,Cjasotis,,,,village,node
1404864795,Cortello,Curtiel,,,,hamlet,node
1405904850,Cussignacco,Cussignà,,,,village,node
1405904853,Paparotti,Paparots,,,,village,node
1388329752,Trelli / Treli,Treli,,,,hamlet,node
1388329761,Ravinis,Ravinis,Ravines,,,hamlet,node
1388329762,Chiaulis,Cjaulis,Cjaules,,,hamlet,node
1388329765,Villamezzo / Vile di Mieç,Vile di Mieç,,,,hamlet,node
1388329767,Salino,Salin,,,,hamlet,node
1389833472,Avoltri,Davôtri,Davuatri,,,village,node
1411336755,Borgo Mastrui,Borc Mastrûi,,,,isolated_dwelling,node
1411386308,Entrampo,Dentramp,,,,hamlet,node
1411386327,Lungis,Lungjas,Lungjas,,,hamlet,node
1412425519,Dilignidis,Dilignidis,Dilignidas,,,hamlet,node
1412425531,Levaduzza,Jevaduce,,,,hamlet,node
1412425551,Truia,Truie,Truia,,,neighbourhood,node
1412425560,Viaso / Viâs,Viâs,,,,hamlet,node
1414767408,Stavoli Tugliezzo,Tujec',,,,locality,node
1376468421,Noax / Navuacs,Navuacs,,,,hamlet,node
1423843223,Beivârs,Beivârs,,,,village,node
1423843224,Godia / Godie,Godie,,,,village,node
1416518941,Fossa Vecchia,Fossa Vecia,,,,locality,node
1432204549,Avon,Avon,,,,isolated_dwelling,node
1432204553,Del Bianco,Dal Blanc,,,,hamlet,node
1432204559,Borgo Romaniz / Borc Romanits,Romanits,,,,isolated_dwelling,node
1432204562,Chievolis / Cjevules,Cjevulis,Cjevoles,,,hamlet,node
1432204566,Faidona / Faidone,Faidone,Faidona,,,hamlet,node
1432204574,Navarons,Navarons,,,,hamlet,node
1432204581,Redona,Redone,Redona,,,hamlet,node
1432204588,Tamarat,Tamarat,,,,neighbourhood,node
1432524747,Borgo Cilia,Cilie,,,,isolated_dwelling,node
1436626545,Case della Roggia,Cjasis de Roie,,,,neighbourhood,node
1436637680,Casali Maniassi Tedeschi,Cjasâi Maniassi Tedeschi,,,,neighbourhood,node
1437956743,Barbeadis,Barbeadis,,,,isolated_dwelling,node
1437956747,Borgata Inglagna / Borc Dinglagna,Dinglagne,Dinglagna,,,neighbourhood,node
1437956753,Tramonti di Mezzo / Tamonç di Mieç - Vildimieç,Tramonç di Mieç,Vildimieç,,,hamlet,node
1437956758,Tridis,Tridis,,,,hamlet,node
1439708293,Borgata Maleon,Maleon,,,,neighbourhood,node
1440147054,Virco,Vuerc,,,,village,node
1440918935,Casasola,Cjasesole,Cjasasola,,,hamlet,node
1440918944,Fornasatte,Fornasatis,,,,hamlet,node
1440918948,Borgo Gobbo,Borc Gobo,,,,hamlet,node
1440918950,Pian delle Merie,Plan da lis Miriis,Plan da li Mirìis,,,hamlet,node
1440918954,Poffabro,Pofavri,,,,hamlet,node
1440918957,Borgo Cudili,Borc Cudili,,,,hamlet,node
1440918960,Valdestali / Valdastali,Valdastali,,,,hamlet,node
1440918963,Valdifrina / Valdifrine,Valdifrine,Valdifrina,,,hamlet,node
1432647724,Borgo Pitagora / Borc Pitagore,Pitagore,,,,hamlet,node
1433110095,Preplans,Preplans,,,,hamlet,node
1433486039,Case Podcladie,Pidalic,,,,isolated_dwelling,node
1444347139,Alcheda / Nalchide,Nalchide,Nalcheda,,,hamlet,node
1444347144,Bosplans / Busplans,Busplans,,,,hamlet,node
1444385112,Molassa,Molasse,Molassa,,,hamlet,node
1446150769,Lazzacco / Leçà,Leçà,,,,village,node
1447524366,Cellino di Sopra,Celin Disore,,,,hamlet,node
1447524386,Cellino di Sotto,Celin Disot,,,,hamlet,node
1447524393,Contron,Contron,,,,hamlet,node
1447949915,Madonna / Madone,Madone,,,,village,node
1447949916,Urbignacco,Urbignà,,,,village,node
1448898994,Bellazoia / Bielezoie,Bielezoie,,,,hamlet,node
1448901428,Siacco,Sià,,,,hamlet,node
1449086672,Natocut,l'Atocut,,,,locality,node
1442104591,Forcella / Forcele,Forcele,Forcela,,,hamlet,node
1454198307,Gorizzo / Guriz,Guriz,Gurìs,,,hamlet,node
1454198310,Lovaria / Lovarie,Lovarie,,,,village,node
1455269907,Clap Piccolo,Clap Piçul,,,,locality,node
1455269910,Pian di Casa / Plan di Cjasa,Plan di Cjase,Plan di Cjasa,,,locality,node
1456166562,Carvacco / Cjarvà,Cjarvà,,,,hamlet,node
1456166566,Sant'Eliseo,San Liseu,,,,hamlet,node
1457137196,Carbona,Carbone,Carbona,,,village,node
1447461325,Località Arcola,Arcule,Archela,,,hamlet,node
1447461328,Località Pezzeda,La Pecede,La Peceda,,,neighbourhood,node
1447461331,Località Predaia,Predaie,Predaia,,,isolated_dwelling,node
1460518423,Ciolos,Cjolos,,,,hamlet,node
1460518431,Givigliana,Gjiviane,Gjiviano,,Guksberg,hamlet,node
1460518440,Gracco / grac,Grac,,,,hamlet,node
1460518443,Ludaria / Ludario,Ludarie,Ludario,,,hamlet,node
1460518447,Magnanins,Magnanins,,,,hamlet,node
1460518456,Stalis / Stalos,Stalis,Stalos,,,hamlet,node
1460518459,Valpicetto,Valpicêt,Valpiciot,,,hamlet,node
1460518468,Vuezzis / Vuezos,Vuezis,Vuezos,,,hamlet,node
1461469168,Arsa,Arse,,,,hamlet,node
1461469190,Località Ca' Bolani,Gobolani,,,,hamlet,node
1461469199,Casali Bratta,Cjasâi Brate,,,,hamlet,node
1461469203,Casali Franceschinis,Cjasâi di Franceschinis,,,,hamlet,node
1461469220,Casali Rovere,Cjasâi Rovere,,,,hamlet,node
1461469225,Case Simoncello,Cjasis Simoncel,,,,hamlet,node
1461469234,Chiandelin,Cjandelin,,,,hamlet,node
1461469237,Costa,Cueste,,,,hamlet,node
1461469256,Fornelli di Sopra,Furgnei Disore,,,,hamlet,node
1461469261,Pampaluna,Pampalune,,,,hamlet,node
1461469277,Presedo,Presêt,,,,hamlet,node
1461469285,Vidal,Vidâl,,,,hamlet,node
1463339808,Suzzolins,Sussulins,,,,village,node
1463809019,Ruscletto,Rusclêt,,,,hamlet,node
1463853326,Branco,Branc,,,,hamlet,node
1463868903,Aonedis di Là,Savonelis di Là,Savoneles di Là,,,locality,node
1463874002,Borgo Chiamanis / Cjamanes,Cjamanis,Cjamanes,,,neighbourhood,node
1463874003,Borgo Bronzacco,Bronzâs,,,,neighbourhood,node
1463874004,Pignano,Pignan,,,,hamlet,node
1463874014,San Giacomo,San Jacum,La Vile,,,hamlet,node
1463874015,San Pietro,San Pieri,Il Borc,,,hamlet,node
1463874016,Villuzza,Viluce,,,,hamlet,node
1463877033,Canodusso,Cjanudus,,,,hamlet,node
1463877034,Borgo Deveacco,Deveà,,,,hamlet,node
1463877035,Tiveriacco / Trivià,Trivià,,,,hamlet,node
1464988906,Melesons,Melesons,,,,hamlet,node
1465019695,Leonacco / Luvinà,Luvinà,,,,village,node
1465019700,Luseriacco / Luserià,Luserià,,,,hamlet,node
1465019704,Montegnacco,Montegnà,,,,hamlet,node
1465019705,Località Morena / Localitât Morene,Morene,,,,village,node
1465019706,Pissignano,Pissignan,,,,hamlet,node
1465019707,Treppo Piccolo / Trep Piçul,Trep Piçul,,,,hamlet,node
1465051639,Borgo Sala / Borc Sale,Sale,,,,hamlet,node
1465051640,Zegliacco / Zeà,Zeà,,,,hamlet,node
1465067625,Collalto / Cuelalt,Cuelalt,,,,village,node
1465067629,Santo Stefano,San Stiefin,,,,hamlet,node
1465067637,Segnacco,Segnà,,,,village,node
1465067638,Ursinins Piccolo,Ursinins Piçul,,,,hamlet,node
1465069209,Raspano di Sotto / Raspan Disot,Raspan Disot,,,,hamlet,node
1465796771,Alnicco,Dalnì,,,,village,node
1465796775,Zampis / Çampis,Çampis,,,,village,node
1468395938,Chiaranda / Cjarande,Cjarande,,,,hamlet,node
1468395954,Grauzaria,Grauçarie,,,,village,node
1468416937,Tausia / Taussie,Taussie,,,,hamlet,node
1469157453,Banduzzo,Banduts,,,,hamlet,node
1469157457,Mure,Muris,,,,hamlet,node
1469157458,Santa Sabina,Sante Sabine,,,,village,node
1469157459,Stazione,Stazion,,,,hamlet,node
1469157460,Viali / Viâi,Viâi,,,,hamlet,node
1451230420,Avausa,Davouse,Davousa,,,hamlet,node
1451230421,Croce,Crôs,Crôsj,,,neighbourhood,node
1451230422,Osais,Dasais,Dasaia,,,hamlet,node
1451230423,Patuscera,Patuscêra,,,,isolated_dwelling,node
1451230424,Pesariis / Pesaria,Pesariis,Pesaria,,,hamlet,node
1451230425,Pradumbli / Predumbli,Predumbli,,,,hamlet,node
1451230426,Prico / Prî,Prî,,,,neighbourhood,node
1451230427,Quattroventi,Quatri Vincj,,,,neighbourhood,node
1451230428,Sostasio,Sostâs,,,,hamlet,node
1451904396,Avaglio,Davai,,,,hamlet,node
1451904402,Buttea,Butee,,,,hamlet,node
1451904406,Chiassis,Cjassiis,Cjassies,,,hamlet,node
1451904410,Plugna,Plugne,,,,neighbourhood,node
1451904421,Trava,Trave,,,,hamlet,node
1472080115,Stalis,Stalis,,,,hamlet,node
1472080119,Venchiaredo / Vincjareit,Vincjarêt,Vincjareit,,,hamlet,node
1472541145,Mielma,Mielme,,,,hamlet,node
1472541146,Vissignano,Vissignan,,,,hamlet,node
1438389091,Ghirano,Ghiran,,,,village,node
1438389094,Villanova di Prata,Vilegnove di Prate,,,,village,node
1470700998,Borgo Carbonaria,Borc Cjarbonarie,,,,hamlet,node
1471340612,Ramuscello Vecchio,Ramussiel Vecjo,,,,hamlet,node
1471340614,Ramuscellutto,Ramussielut,,,,hamlet,node
1480043365,Summaga,Sumaghe,Sumaga,,,village,node
1481406584,Alvisopoli,Visopuli,,,,village,node
1481411838,Pozzi,i Poçs,i Pos,,,hamlet,node
1481411958,San Giorgio al Tagliamento,San Zorç al Tiliment,,,,village,node
1481801588,Braidacurti,Braidecurtis,Braidacurtis,,,hamlet,node
1482487506,Solazzetto,Solacet,,,,hamlet,node
1482487560,San Filippo,San Filip,,,,hamlet,node
1484968152,Villaorba,Vilevuarbe,,,,village,node
1475418640,Versiola,Varsiole,Varsuole,,,village,node
1487612818,Basedo,Basêt,,,,hamlet,node
1487612833,Taiedo,Taiêt,,,,village,node
1489340676,Borgo Oncedis / Voncedas,Voncedis,Voncedas,,,hamlet,node
1480011621,Cornazzai,Cornoçai,Cornossai,,,hamlet,node
1495146615,Ronchis,Roncjis,,,,hamlet,node
1502197757,Barco,Barc,,,,village,node
1502197765,Frattina,Fratine,,,,hamlet,node
1504261271,Beorchian / Beorcjan,Beorcjan,,,,hamlet,node
1504261286,Casali Pividori,Cjasâi Pividori,,,,hamlet,node
1504261305,Case Pittini,Cjasis Pittini,,,,hamlet,node
1504261325,Chialminis / Vizont / Cjalminis,Cjalminis,,Vizont,,hamlet,node
1504261340,Coia di Là / Cuie di Là,Cuie di là,,,,hamlet,node
1504261345,Coia / Cuie,Cuie,,,,hamlet,node
1504261397,Mattiuz / Matiuts,Matiuts,,,,hamlet,node
1504261412,Noglareda,Noglarede,,,,hamlet,node
1504261430,Oltretorre / Borc di Arman,Borc di Arman,,,,hamlet,node
1504261439,Pradandons,Pradandons,,,,hamlet,node
1504261461,Sammardenchia / Samardencje,Samardencje,,,,hamlet,node
1504261471,Sedilis / Sidilis,Sedilis,,,,hamlet,node
1504261478,Villa,Vile,,,,hamlet,node
1504261497,Villafredda,Vilefrede,,,,hamlet,node
1504261509,Zomeais,Zomeais,,,,hamlet,node
1508495557,Monte Prat,Mont di Prât,,,,hamlet,node
1510289664,Puia,Puie,,,,village,node
1510292450,San Giovanni di Livenza,San Zuan di Livence,,,,village,node
1516992847,Magredis,Magredis,,,,village,node
1520928550,Oculis,Oculis,,,,hamlet,node
1528771506,Monte,Mont,,Monte,,hamlet,node
1528771507,Novali,Novâi,,Novalje,,hamlet,node
1528771508,Plessiva,Plessive,,Plešivo,,hamlet,node
1528771509,Pradis,Pradis,,Pradež,,hamlet,node
1528771510,Subida,La Subide,,Subid,,hamlet,node
1531030047,Alt di Beligna,Alt di Biligne,Alt di Biligna,,,isolated_dwelling,node
1531030049,Beligna / Biligne,Biligne,Biligna,,,isolated_dwelling,node
1531030055,Campagna,Cjampagne,Cjampagna,,,hamlet,node
1531030061,Dandolo di Sopra,Dandul,,,,hamlet,node
1531030063,Molino di Campagna,Mulin di Cjampagne,Mulin di Cjampagna,,,hamlet,node
1531030072,Viola / Viole,Viole,Viola,,,hamlet,node
1531184637,Blessaglia,Blessaie,,,,village,node
1502015200,Martinazzo / Martinaç,Martinaç,,,,village,node
1536825278,Costamolino,Cueste Mulin,,,,hamlet,node
1540327066,Piani di Vas,Plans di Vâs,,,,locality,node
1544007040,Malafesta,Malafieste,,,,village,node
1544007042,Villanova della Cartera,Vilegnove da la Cartere,,,,village,node
1545977697,Belfiore,Belfior,,,,village,node
1545977796,Pradipozzo,Pradipoç,,,,village,node
1546994220,Terzo,Tierç,,,,village,node
1555770328,Pietratagliata,Pieretaiade,Perteade,,,hamlet,node
1556269971,Pianatti,i Planats,,,,isolated_dwelling,node
1556269978,Piani di Là,Plans di Là,,,,hamlet,node
1556269988,Piani di Qua,Plan di Ca,,,,hamlet,node
1556269995,Piani di Sotto,Plans Disot,,,,hamlet,node
1556269999,Raccolana,Racolane,,Reklanica,,village,node
1556270003,Saletto,Salet,,Salet,,hamlet,node
1556270007,Stretti,i Strets,,,,hamlet,node
1556270015,Tamaroz,i Tamarots,,,,hamlet,node
1557461160,Chianeit / Cjaneit,Cjanêt,Cjaneit,,,isolated_dwelling,node
1561537429,Patocco,Patoc,,Potok,,hamlet,node
1571710290,Stretta di Fleons,Strete di Fleòns,,,,locality,node
1572818259,Salt,Salt,,,,hamlet,node
1572818260,Sornico Superiore,Surnins disore,,,,hamlet,node
1573047838,Palazzatto,Palaçat,,,,hamlet,node
1573091056,Casali Pitassi,Cjasâi Pitassi,,,,isolated_dwelling,node
1574714666,Riofreddo,Riul Frêt,,Mrzla Voda,Kaltwasser,hamlet,node
1577349091,Piani di Luzza / Ju Plans di Luzo,i Plans di Luze,ju Plans di Luzo,,,isolated_dwelling,node
1520943820,Borgo San Mauro,Borc di San Maur,,,,hamlet,node
1521623830,Cima Moscardo,Moscjart,,,,hamlet,node
1521623838,Cleulis Centro,Cleulis Centri,Cleulas Centri,,,hamlet,node
1521623857,Englaro di Sopra,Denglâr Disore,,,,hamlet,node
1521623880,Rivo,Riu,,,,hamlet,node
1584979990,Ciago / Ciât,Ciât,,,,village,node
1584979995,Borgo Mesinis / Borc Mesinis,Mesinis,,,,hamlet,node
1584980005,Ombrena,Ombrene,Ombrena,,,isolated_dwelling,node
1584980019,San Giovanni / San Zuan,San Zuan,,,,hamlet,node
1584980035,Sottomonte / Samont,Samont,,,,village,node
1584980037,Borgo Valle / La Val,la Val,,,,neighbourhood,node
1585357011,Bistrigna,Bistrigne,,,,village,node
1589310306,Muson,Muson,,,,isolated_dwelling,node
1590365312,Farella / Farele,Farele,Farela,,,isolated_dwelling,node
1591122799,Stavoli / Stâi di Mueç,Stâi di Mueç,,,,hamlet,node
1592869806,Borghetto,Borghet,,,,isolated_dwelling,node
1594716403,Rigonatto,Rigonat,,,,isolated_dwelling,node
1594736081,Strazonara / Strazonare,Strazonare,Strazonara,,,isolated_dwelling,node
1594736102,Crocara,Crocare,Crocara,,,isolated_dwelling,node
1596672290,Belvedere,Bielvedê,,,,hamlet,node
1596672295,Saccudello,Sacudiel,,,,village,node
1596684432,Lumignacco,Lumignà,,,,village,node
1596769559,Mattan,Matan,,,,hamlet,node
1596769562,San Floriano,San Florean,San Frean,,,hamlet,node
1599241943,Cinque punte,Lis cinc Pontis,,Rabeljske špice,Raibler Fünfspitz,locality,node
1599251972,Maranghetto,Maranghet,,,,hamlet,node
1599252024,San Gaetano,San Gaetan,,,,hamlet,node
1599623772,Roveredo in Piano,Lavorêt,,,,village,node
1603731655,Pescarola,Piscjarole,,,,hamlet,node
1604110799,Casali del Mol,Cjasâi dal Mol,,,,isolated_dwelling,node
1604956061,Laipacco,Lipà,,,,village,node
1604956437,Colgallo / Congjal,Congjâl,,,,village,node
1604956483,Monastetto / Munistêt,Munistêt,,,,hamlet,node
1604956485,Vendasio / Vendâs,Vendâs,,,,hamlet,node
1605067563,Borgo Michieli,Borc Michieli,,,,hamlet,node
1605067567,Braidamatta / Braidemate,Braidemate,,,,village,node
1605067570,Borgo Vittore / Borc Vitôr,Borc Vitôr,,,,hamlet,node
1605067596,Borgo Condui,Borc dai Condui,,,,hamlet,node
1605067598,Borc Tam,Borc dai Tams,,,,neighbourhood,node
1605067604,Borc dai Filips,Borc dai Filips,,,,neighbourhood,node
1605067617,Borgo Ellero,Borc dai Elars,,,,hamlet,node
1605067622,Borgo Piccio,Borc Piç,,,,hamlet,node
1605067625,Adorgnano / Adorgnan,Adorgnan,,,,village,node
1605067659,Reanuzza,Reanuce,,,,hamlet,node
1605067661,Borc dai Bertolds,Borc dai Bertolds,,,,neighbourhood,node
1606504962,Morona,Morone,Morona,,,hamlet,node
1606504984,Marignane,Marignanis,,,,isolated_dwelling,node
1606509374,Rivalta / Rivalte,Rivalte,,,,locality,node
1610674903,Muda,Mude,,Múta,Mauth,hamlet,node
1611061265,Plezzut,Pleçut,,Bovček,Flitschl,hamlet,node
1612398787,Rutte piccolo,Rute Disot,,Male Rute,Klein Greuth,hamlet,node
1613529304,Bagnara,Bagnare,,,,village,node
1613569401,Giai,Gjai,,,,village,node
1617600886,Cimpello,Çumpiel,,,,village,node
1617738006,Badiuz,I Badiuts,,,,isolated_dwelling,node
1617738008,Moggessa di Là,Muiesse di Là,,,,hamlet,node
1615516594,Muggia,Mugle,,Milje,Mulgs,town,node
1622682905,Rutte Grande,Rute Disore,,Velike Rute,Groß Greuth,hamlet,node
1623947527,Località Fornace,La Fornâs,,,,isolated_dwelling,node
1624444435,Costalunga,Cuestelungje,,Vila,,hamlet,node
1625066660,Cadorlina,Cadurlina,,,,locality,node
1625066664,Contrada Beliconda,Beliconda,,,,locality,node
1641691041,Località Saleti,Salets,,Salet,,hamlet,node
1645521461,Belvedere / Bielvedê,Bielvedê,,,,hamlet,node
1645521472,Boscat,Boscat,,,,hamlet,node
1650122703,Monastero,Munistîr,,,,hamlet,node
1650357538,La Franca,La Franze,,,,isolated_dwelling,node
1650359126,Località Merlana,Merlane,,,,hamlet,node
1652249427,Rorai Grande / Rorai Grant,Rorai Grant,,,,suburb,node
1652741622,Brancolo,Brancul,,,,isolated_dwelling,node
1652741627,Ermellino,Armelìn,,,,locality,node
1657632143,Borgo Frattins / Borc Fratins,Borc Frattins,,,,isolated_dwelling,node
1665927207,Costa,Borc Cueste,,,,hamlet,node
1673982184,Poscolle,Puscuel,,Zagrad,Hinterschloß,hamlet,node
1674872474,Borc di 'Dree (Borc dai Benedets),Borc di 'Dree,,,,neighbourhood,node
1674872832,Borgo Cjargnei,Borc dai Cjargnei,,,,neighbourhood,node
1674874466,Borc Burel (Borgo Gerussi),Borc dai Burei,,,,neighbourhood,node
1674904916,Borc Foscje,Borc dai Foscje,,,,neighbourhood,node
1674908140,Borgobello,Borgobel,,,,neighbourhood,node
1674910775,Borgo Menots,Borc dai Menots,,,,neighbourhood,node
1674912805,Borgo Sclâfs,Borc dai Sclâfs,,,,hamlet,node
1674913168,Casali Simeoni,Cjasai Simeons,,,,locality,node
1674913359,Casali Monte Grappa / Cjasâi Mont Grape,Cjasai Mont Grape,,,,hamlet,node
1674917146,Case Tonini / Cjasis dai Tonins,Cjasis dai Tonins,,,,hamlet,node
1674920833,Casali Picco,Cjasâi Pic,,,,hamlet,node
1685002048,Roveredo,Lavorêt,,,,hamlet,node
1687114133,Case Chiandetti,Cjasis dai Cjandets,,,,locality,node
1688911066,Pezzeit,Pecêt,Peceit,,,village,node
1692059156,Crosere,Crosaris,,,,hamlet,node
1694414329,Campomolle,Cjamuel,,,,village,node
1694414335,Noiaris / Nearies,Neariis,Nearies,,,village,node
1694414338,Priola / Prieule,Priôle,Prieule,,,village,node
1694414347,Strassoldo,Strassolt,,,,village,node
1695341453,Camporosso,Cjamparos,,Žabnice,Saifnitz,village,node
1695341473,Ugovizza,Ugovize,,Ukve,Uggowitz,village,node
1695341479,Valbruna,Valbrune-Cjavalai,,Ovčja vas,Wolfsbach,village,node
1700732151,Coccau di Sotto / Untergoggau / Dolnja Kokova / Cocau Disot,Cocau disot,,Dolnja Kokova,Untergoggau,hamlet,node
